transaction_type,transaction_date,description,team_abbr,player_id,player_slug,group_sort
Signing,2026-03-20,Orlando Magic re-signed forward Jamal Cain to a Rest-of-Season Contract.,ORL,1631288.0,jamal-cain,Signing 1147389
Signing,2026-03-15,Golden State Warriors signed center Omer Yurtseven to a 10-Day Contract.,GSW,1630209.0,omer-yurtseven,Signing 1147102
Signing,2026-03-15,Sacramento Kings signed guard Killian Hayes to a Rest-of-Season Contract.,SAC,1630165.0,killian-hayes,Signing 1147103
Signing,2026-03-15,Boston Celtics signed center Charles Bassey to a 10-Day Contract.,BOS,1629646.0,charles-bassey,Signing 1147113
Signing,2026-03-15,Boston Celtics re-signed guard Max Shulga to a Rest-of-Season Contract.,BOS,1642917.0,max-shulga,Signing 1147114
Signing,2026-03-14,Brooklyn Nets signed guard Malachi Smith to a 10-Day Contract.,BRK,1641869.0,malachi-smith,Signing 1147096
Signing,2026-03-13,Utah Jazz signed guard Bez Mbeng to a 10-Day Contract.,UTA,1643016.0,bez-mbeng,Signing 1147036
Signing,2026-03-13,Memphis Grizzlies signed guard DeJon Jarreau to a 10-Day Contract.,MEM,1630610.0,dejon-jarreau,Signing 1147037
Signing,2026-03-12,Memphis Grizzlies signed forward Tyler Burton to a 10-Day Contract.,MEM,1631174.0,tyler-burton,Signing 1146960
Signing,2026-03-11,Utah Jazz signed forward Andersson Garcia to a 10-Day Contract.,UTA,1643158.0,andersson-garcia,Signing 1146921
Waive,2026-03-09,Utah Jazz waived guard Vince Williams Jr..,UTA,1631246.0,vince-williams-jr,Waive 1146817
Signing,2026-03-08,Utah Jazz signed center Mo Bamba to a 10-Day Contract.,UTA,1628964.0,mo-bamba,Signing 1146802
Signing,2026-03-05,Denver Nuggets signed guard Tyus Jones to a Rest-of-Season Contract.,DEN,1626145.0,tyus-jones,Signing 1146570
Signing,2026-03-05,Sacramento Kings signed guard Killian Hayes to a 10-Day Contract.,SAC,1630165.0,killian-hayes,Signing 1146581
Signing,2026-03-04,Atlanta Hawks signed guard Keshon Gilbert to a Two-Way Contract.,ATL,1642933.0,keshon-gilbert,Signing 1146535
Signing,2026-03-04,Memphis Grizzlies re-signed forward Olivier-Maxence Prosper to a Rest-of-Season Contract.,MEM,1641765.0,olivier-maxence-prosper,Signing 1146537
Signing,2026-03-04,Memphis Grizzlies signed guard Rayan Rupert to a Two-Way Contract.,MEM,1641712.0,rayan-rupert,Signing 1146538
Signing,2026-03-04,New Orleans Pelicans signed center Josh Oduro to a Two-Way Contract.,NOP,1642490.0,josh-oduro,Signing 1146539
Signing,2026-03-04,Denver Nuggets signed forward David Roddy to a Two-Way Contract.,DEN,1631223.0,david-roddy,Signing 1146569
Waive,2026-03-04,Denver Nuggets waived guard Tamar Bates.,DEN,1642926.0,tamar-bates,Waive 1146544
Signing,2026-03-03,Portland Trail Blazers signed guard Chris Youngblood to a Two-Way Contract.,POR,1642959.0,chris-youngblood,Signing 1146455
Signing,2026-03-03,Portland Trail Blazers signed forward Jayson Kent to a Two-Way Contract.,POR,1643257.0,jayson-kent,Signing 1146456
Signing,2026-03-03,Cleveland Cavaliers signed center Olivier Sarr to a Two-Way Contract.,CLE,1630846.0,olivier-sarr,Signing 1146534
Waive,2026-03-03,Cleveland Cavaliers waived guard Darius Brown.,CLE,1642468.0,darius-brown,Waive 1146465
Signing,2026-03-02,Phoenix Suns re-signed guard Jamaree Bouyea to a Rest-of-Season Contract.,PHO,1631123.0,jamaree-bouyea,Signing 1146226
Signing,2026-03-02,Oklahoma City Thunder signed forward Payton Sandfort to a Two-Way Contract.,OKC,1642362.0,payton-sandfort,Signing 1146228
Signing,2026-03-02,Phoenix Suns signed forward CJ Huntley to a Two-Way Contract.,PHO,1643047.0,cj-huntley,Signing 1146253
Waive,2026-03-02,Oklahoma City Thunder waived forward Buddy Boeheim.,OKC,1631205.0,buddy-boeheim,Waive 1146268
Waive,2026-03-02,Portland Trail Blazers waived guard Javonte Cooke.,POR,1631451.0,javonte-cooke,Waive 1146269
Signing,2026-03-01,Boston Celtics signed guard John Tonje to a Two-Way Contract.,BOS,1642910.0,john-tonje,Signing 1146199
Signing,2026-03-01,Minnesota Timberwolves signed guard Zyon Pullin to a Two-Way Contract.,MIN,1642389.0,zyon-pullin,Signing 1146200
Signing,2026-03-01,Minnesota Timberwolves signed forward Kyle Anderson to a Rest-of-Season Contract.,MIN,203937.0,kyle-anderson,Signing 1146225
Signing,2026-02-28,Golden State Warriors re-signed forward Gui Santos to a Veteran Extension.,GSW,1630611.0,gui-santos,Signing 1146161
Signing,2026-02-28,Washington Wizards signed forward Julian Reese to a Two-Way Contract.,WAS,1642882.0,julian-reese,Signing 1146163
Signing,2026-02-28,Indiana Pacers re-signed guard Quenton Jackson to a Rest-of-Season Contract.,IND,1631245.0,quenton-jackson,Signing 1146164
Signing,2026-02-28,Indiana Pacers signed forward Jalen Slawson to a Two-Way Contract.,IND,1641771.0,jalen-slawson,Signing 1146165
Signing,2026-02-28,Dallas Mavericks re-signed guard Ryan Nembhard to a Rest-of-Season Contract.,DAL,1642948.0,ryan-nembhard,Signing 1146193
Signing,2026-02-28,Dallas Mavericks signed guard John Poulakidas to a Two-Way Contract.,DAL,1642967.0,john-poulakidas,Signing 1146194
Signing,2026-02-28,Dallas Mavericks signed forward Tyler Smith to a Two-Way Contract.,DAL,1641890.0,tyler-smith,Signing 1146198
Waive,2026-02-28,Dallas Mavericks waived guard Tyus Jones.,DAL,1626145.0,tyus-jones,Waive 1146171
Waive,2026-02-28,Minnesota Timberwolves waived guard Jules Bernard.,MIN,1631262.0,jules-bernard,Waive 1146172
Waive,2026-02-28,Dallas Mavericks waived guard Miles Kelly.,DAL,1642939.0,miles-kelly,Waive 1146203
Signing,2026-02-27,Brooklyn Nets signed forward Grant Nelson to a 10-Day Contract.,BRK,1641761.0,grant-nelson,Signing 1146114
Signing,2026-02-27,San Antonio Spurs signed forward Mason Plumlee to a Rest-of-Season Contract.,SAS,203486.0,mason-plumlee,Signing 1146125
Waive,2026-02-27,Phoenix Suns waived guard Cole Anthony.,PHO,1630175.0,cole-anthony,Waive 1146131
Signing,2026-02-26,Washington Wizards re-signed forward Jamir Watkins to a Rest-of-Season Contract.,WAS,1642364.0,jamir-watkins,Signing 1146092
Signing,2026-02-26,Utah Jazz signed center Mo Bamba to a 10-Day Contract.,UTA,1628964.0,mo-bamba,Signing 1146094
Signing,2026-02-26,Milwaukee Bucks signed guard Cormac Ryan to a Two-Way Contract.,MIL,1642504.0,cormac-ryan,Signing 1146096
Signing,2026-02-26,Memphis Grizzlies signed forward Taj Gibson to a Rest-of-Season Contract.,MEM,201959.0,taj-gibson,Signing 1146113
Waive,2026-02-26,Memphis Grizzlies waived forward Kyle Anderson.,MEM,203937.0,kyle-anderson,Waive 1146134
Signing,2026-02-25,Minnesota Timberwolves signed guard Jules Bernard to a Two-Way Contract.,MIN,1631262.0,jules-bernard,Signing 1146069
Signing,2026-02-23,Sacramento Kings signed guard Killian Hayes to a 10-Day Contract.,SAC,1630165.0,killian-hayes,Signing 1145879
Signing,2026-02-23,San Antonio Spurs signed forward Emanuel Miller to a Two-Way Contract.,SAS,1641801.0,emanuel-miller,Signing 1145880
Waive,2026-02-23,San Antonio Spurs waived guard Stanley Umude.,SAS,1630649.0,stanley-umude,Waive 1145886
Signing,2026-02-22,Sacramento Kings signed forward Patrick Baldwin Jr. to a Two-Way Contract.,SAC,1631116.0,patrick-baldwin-jr,Signing 1145851
Signing,2026-02-22,Memphis Grizzlies signed guard Rayan Rupert to a 10-Day Contract.,MEM,1641712.0,rayan-rupert,Signing 1145858
Signing,2026-02-21,Washington Wizards re-signed forward Tristan Vukcevic to a Rest-of-Season Contract.,WAS,1641774.0,tristan-vukcevic,Signing 1145862
Signing,2026-02-21,Washington Wizards signed forward Leaky Black to a Two-Way Contract.,WAS,1641778.0,leaky-black,Signing 1145863
Signing,2026-02-20,Portland Trail Blazers re-signed guard Sidy Cissoko to a Rest-of-Season Contract.,POR,1631321.0,sidy-cissoko,Signing 1145786
Signing,2026-02-20,Cleveland Cavaliers signed guard Darius Brown to a Two-Way Contract.,CLE,1642468.0,darius-brown,Signing 1145792
Signing,2026-02-20,New Orleans Pelicans re-signed guard Bryce McGowens to a Rest-of-Season Contract.,NOP,1631121.0,bryce-mcgowens,Signing 1145795
Signing,2026-02-20,LA Clippers signed forward Norchad Omier to a Two-Way Contract.,LAC,1641807.0,norchad-omier,Signing 1145803
Waive,2026-02-20,Portland Trail Blazers waived guard Rayan Rupert.,POR,1641712.0,rayan-rupert,Waive 1145852
ContractConverted,2026-02-19,Denver Nuggets converted the contract of forward Spencer Jones to an NBA Contract.,DEN,1642461.0,spencer-jones,ContractConverted 1145721
ContractConverted,2026-02-19,Atlanta Hawks converted the contract of guard Caleb Houstan to an NBA Contract.,ATL,1631216.0,caleb-houstan,ContractConverted 1145722
Signing,2026-02-19,Philadelphia 76ers re-signed forward Jabari Walker to a Rest-of-Season Contract.,PHI,1631133.0,jabari-walker,Signing 1145716
Signing,2026-02-19,Philadelphia 76ers signed forward Tyrese Martin to a Two-Way Contract.,PHI,1631213.0,tyrese-martin,Signing 1145717
Signing,2026-02-19,Boston Celtics re-signed guard John Tonje to a 10-Day Contract.,BOS,1642910.0,john-tonje,Signing 1145737
Signing,2026-02-19,Denver Nuggets signed guard KJ Simpson to a Two-Way Contract.,DEN,1642354.0,kj-simpson,Signing 1145738
Signing,2026-02-19,Boston Celtics signed forward Dalano Banton to a 10-Day Contract.,BOS,1630625.0,dalano-banton,Signing 1145746
Signing,2026-02-19,LA Clippers signed guard Sean Pedulla to a Two-Way Contract.,LAC,1642951.0,sean-pedulla,Signing 1145748
Waive,2026-02-19,Cleveland Cavaliers waived forward Emanuel Miller.,CLE,1641801.0,emanuel-miller,Waive 1145855
Signing,2026-02-18,Philadelphia 76ers signed guard Cameron Payne to a Rest-of-Season Contract.,PHI,1626166.0,cameron-payne,Signing 1145567
Signing,2026-02-18,Miami Heat re-signed forward Myron Gardner to a Rest-of-Season Contract.,MIA,1642066.0,myron-gardner,Signing 1145569
Signing,2026-02-18,Miami Heat signed guard Trevor Keels to a Two-Way Contract.,MIA,1631211.0,trevor-keels,Signing 1145573
Signing,2026-02-18,LA Clippers re-signed guard Jordan Miller to a Rest-of-Season Contract.,LAC,1641757.0,jordan-miller,Signing 1145582
Signing,2026-02-18,Phoenix Suns signed forward Haywood Highsmith to a Rest-of-Season Contract.,PHO,1629312.0,haywood-highsmith,Signing 1145590
Waive,2026-02-18,Atlanta Hawks waived guard Nikola Djurisic.,ATL,1642365.0,nikola-djurisic,Waive 1145584
Waive,2026-02-18,Minnesota Timberwolves waived guard Johnny Juzang.,MIN,1630548.0,johnny-juzang,Waive 1145585
Signing,2026-02-17,Minnesota Timberwolves signed guard Mike Conley to a Rest-of-Season Contract.,MIN,201144.0,mike-conley,Signing 1145305
Signing,2026-02-17,Golden State Warriors signed guard Nate Williams to a Two-Way Contract.,GSW,1631466.0,nate-williams,Signing 1145409
Signing,2026-02-17,Orlando Magic signed guard Alex Morales to a Two-Way Contract.,ORL,1631457.0,alex-morales,Signing 1145418
Signing,2026-02-17,San Antonio Spurs signed forward Mason Plumlee to a 10-Day Contract.,SAS,203486.0,mason-plumlee,Signing 1145423
Waive,2026-02-17,Orlando Magic waived center Orlando Robinson.,ORL,1631115.0,orlando-robinson,Waive 1145417
Signing,2026-02-16,Washington Wizards signed guard Alondes Williams to a 10-Day Contract.,WAS,1631214.0,alondes-williams,Signing 1145181
Signing,2026-02-13,New York Knicks signed forward Jeremy Sochan to a Rest-of-Season Contract.,NYK,1631110.0,jeremy-sochan,Signing 1145151
Signing,2026-02-13,Cleveland Cavaliers signed forward Riley Minix to a Two-Way Contract.,CLE,1642434.0,riley-minix,Signing 1145152
Waive,2026-02-13,Toronto Raptors waived guard Chris Paul.,TOR,101108.0,chris-paul,Waive 1145150
Signing,2026-02-11,Washington Wizards signed guard Kadary Richmond to a 10-Day Contract.,WAS,1642955.0,kadary-richmond,Signing 1145092
Signing,2026-02-11,Cleveland Cavaliers re-signed forward Nae'Qwan Tomlin to a Rest-of-Season Contract.,CLE,1641772.0,naeqwan-tomlin,Signing 1145104
Waive,2026-02-11,San Antonio Spurs waived forward Jeremy Sochan.,SAS,1631110.0,jeremy-sochan,Waive 1145113
Signing,2026-02-10,Philadelphia 76ers signed forward Dalen Terry to a Two-Way Contract.,PHI,1631207.0,dalen-terry,Signing 1145085
Signing,2026-02-09,Charlotte Hornets signed guard Pat Connaughton to a Rest-of-Season Contract.,CHO,1626192.0,pat-connaughton,Signing 1145025
Signing,2026-02-09,Detroit Pistons re-signed guard Daniss Jenkins to a Rest-of-Season Contract.,DET,1642450.0,daniss-jenkins,Signing 1145037
Signing,2026-02-09,Memphis Grizzlies signed center Lawson Lovering to a 10-Day Contract.,MEM,1643133.0,lawson-lovering,Signing 1145049
Signing,2026-02-09,Utah Jazz signed forward Blake Hinson to a Two-Way Contract.,UTA,1642396.0,blake-hinson,Signing 1145077
Signing,2026-02-09,Detroit Pistons signed forward Isaac Jones to a Two-Way Contract.,DET,1642403.0,isaac-jones,Signing 1145078
Waive,2026-02-09,Charlotte Hornets waived forward Malaki Branham.,CHO,1631103.0,malaki-branham,Waive 1145058
Waive,2026-02-09,Detroit Pistons waived forward Dario Saric.,DET,203967.0,dario-saric,Waive 1145059
Signing,2026-02-08,Los Angeles Lakers signed guard Kobe Bufkin to a Rest-of-Season Contract.,LAL,1641723.0,kobe-bufkin,Signing 1145021
Signing,2026-02-08,Milwaukee Bucks signed guard Cam Thomas to a Rest-of-Season Contract.,MIL,1630560.0,cam-thomas,Signing 1145022
Waive,2026-02-08,Washington Wizards waived guard Dante Exum.,WAS,203957.0,dante-exum,Waive 1145020
ContractConverted,2026-02-07,Golden State Warriors converted the contract of guard Pat Spencer to an NBA Contract.,GSW,1630311.0,pat-spencer,ContractConverted 1144960
Signing,2026-02-07,LA Clippers signed forward Dalano Banton to a 10-Day Contract.,LAC,1630625.0,dalano-banton,Signing 1144988
Signing,2026-02-07,LA Clippers re-signed guard Kobe Sanders to a Rest-of-Season Contract.,LAC,1642920.0,kobe-sanders,Signing 1144993
Signing,2026-02-06,Oklahoma City Thunder signed forward Buddy Boeheim to a Two-Way Contract.,OKC,1631205.0,buddy-boeheim,Signing 1144911
Signing,2026-02-06,Washington Wizards signed guard Keshon Gilbert to a 10-Day Contract.,WAS,1642933.0,keshon-gilbert,Signing 1144918
Signing,2026-02-06,Charlotte Hornets signed forward Tosan Evbuomwan to a Two-Way Contract.,CHO,1641787.0,tosan-evbuomwan,Signing 1144924
Signing,2026-02-06,Orlando Magic signed guard Jevon Carter to a Rest-of-Season Contract.,ORL,1628975.0,jevon-carter,Signing 1144957
Waive,2026-02-06,Milwaukee Bucks waived forward Nigel Hayes-Davis.,MIL,1628502.0,nigel-hayes-davis,Waive 1144928
Waive,2026-02-06,New Orleans Pelicans waived forward Dalen Terry.,NOP,1631207.0,dalen-terry,Waive 1144929
Waive,2026-02-06,Charlotte Hornets waived guard KJ Simpson.,CHO,1642354.0,kj-simpson,Waive 1144930
Waive,2026-02-06,Oklahoma City Thunder waived guard Chris Youngblood.,OKC,1642959.0,chris-youngblood,Waive 1144931
Waive,2026-02-06,Memphis Grizzlies waived guard Eric Gordon.,MEM,201569.0,eric-gordon,Waive 1144932
Signing,2026-02-05,Chicago Bulls signed guard Mac McClung to a Two-Way Contract.,CHI,1630644.0,mac-mcclung,Signing 1144702
Signing,2026-02-05,Boston Celtics re-signed forward Amari Williams to a Rest-of-Season Contract.,BOS,1642873.0,amari-williams,Signing 1144717
Signing,2026-02-05,Philadelphia 76ers signed center Charles Bassey to a 10-Day Contract.,PHI,1629646.0,charles-bassey,Signing 1144725
Signing,2026-02-05,Philadelphia 76ers signed forward Patrick Baldwin Jr. to a 10-Day Contract.,PHI,1631116.0,patrick-baldwin-jr,Signing 1144746
Signing,2026-02-05,Sacramento Kings re-signed center Dylan Cardwell to a Rest-of-Season Contract.,SAC,1642928.0,dylan-cardwell,Signing 1144794
Signing,2026-02-05,Philadelphia 76ers re-signed forward Dominick Barlow to a Rest-of-Season Contract.,PHI,1631230.0,dominick-barlow,Signing 1144795
Trade,2026-02-05,Atlanta Hawks received center Jock Landale from Utah Jazz.,ATL,1629111.0,jock-landale,Trade 2025031
Trade,2026-02-05,Brooklyn Nets received guard Ochai Agbaji from Toronto Raptors.,BRK,1630534.0,ochai-agbaji,Trade 2025032
Trade,2026-02-05,Brooklyn Nets received draft consideration from Toronto Raptors.,BRK,0.0,,Trade 2025032
Trade,2026-02-05,Toronto Raptors received guard Chris Paul from LA Clippers.,TOR,101108.0,chris-paul,Trade 2025032
Trade,2026-02-05,Utah Jazz received guard Lonzo Ball from Cleveland Cavaliers.,UTA,1628366.0,lonzo-ball,Trade 2025033
Trade,2026-02-05,Utah Jazz received draft consideration from Cleveland Cavaliers.,UTA,0.0,,Trade 2025033
Trade,2026-02-05,Boston Celtics received center Nikola Vucevic from Chicago Bulls.,BOS,202696.0,nikola-vucevic,Trade 2025034
Trade,2026-02-05,Boston Celtics received draft consideration from Chicago Bulls.,BOS,0.0,,Trade 2025034
Trade,2026-02-05,Chicago Bulls received guard Anfernee Simons from Boston Celtics.,CHI,1629014.0,anfernee-simons,Trade 2025034
Trade,2026-02-05,Chicago Bulls received draft consideration from Boston Celtics.,CHI,0.0,,Trade 2025034
Trade,2026-02-05,Utah Jazz received forward Chris Boucher from Boston Celtics.,UTA,1628449.0,chris-boucher,Trade 2025035
Trade,2026-02-05,Utah Jazz received draft consideration from Boston Celtics.,UTA,0.0,,Trade 2025035
Trade,2026-02-05,Chicago Bulls received forward Guerschon Yabusele from New York Knicks.,CHI,1627824.0,guerschon-yabusele,Trade 2025036
Trade,2026-02-05,New York Knicks received forward Dalen Terry from Chicago Bulls.,NYK,1631207.0,dalen-terry,Trade 2025036
Trade,2026-02-05,Memphis Grizzlies received guard Eric Gordon from Philadelphia 76ers.,MEM,201569.0,eric-gordon,Trade 2025037
Trade,2026-02-05,Memphis Grizzlies received draft consideration from Philadelphia 76ers.,MEM,0.0,,Trade 2025037
Trade,2026-02-05,Atlanta Hawks received forward Jonathan Kuminga from Golden State Warriors.,ATL,1630228.0,jonathan-kuminga,Trade 2025038
Trade,2026-02-05,Atlanta Hawks received guard Buddy Hield from Golden State Warriors.,ATL,1627741.0,buddy-hield,Trade 2025038
Trade,2026-02-05,Golden State Warriors received forward Kristaps Porzingis from Atlanta Hawks.,GSW,204001.0,kristaps-porzingis,Trade 2025038
Trade,2026-02-05,Dallas Mavericks received guard AJ Johnson from Washington Wizards.,DAL,1642358.0,aj-johnson,Trade 2025039
Trade,2026-02-05,Dallas Mavericks received forward Marvin Bagley III from Washington Wizards.,DAL,1628963.0,marvin-bagley-iii,Trade 2025039
Trade,2026-02-05,Dallas Mavericks received forward Khris Middleton from Washington Wizards.,DAL,203114.0,khris-middleton,Trade 2025039
Trade,2026-02-05,Dallas Mavericks received draft consideration from Washington Wizards.,DAL,0.0,,Trade 2025039
Trade,2026-02-05,Dallas Mavericks received guard Tyus Jones from Charlotte Hornets.,DAL,1626145.0,tyus-jones,Trade 2025039
Trade,2026-02-05,Washington Wizards received guard Jaden Hardy from Dallas Mavericks.,WAS,1630702.0,jaden-hardy,Trade 2025039
Trade,2026-02-05,Washington Wizards received guard D'Angelo Russell from Dallas Mavericks.,WAS,1626156.0,dangelo-russell,Trade 2025039
Trade,2026-02-05,Washington Wizards received guard Dante Exum from Dallas Mavericks.,WAS,203957.0,dante-exum,Trade 2025039
Trade,2026-02-05,Washington Wizards received forward Anthony Davis from Dallas Mavericks.,WAS,203076.0,anthony-davis,Trade 2025039
Trade,2026-02-05,Charlotte Hornets received forward Malaki Branham from Washington Wizards.,CHO,1631103.0,malaki-branham,Trade 2025039
Trade,2026-02-05,LA Clippers received guard Bennedict Mathurin from Indiana Pacers.,LAC,1631097.0,bennedict-mathurin,Trade 2025040
Trade,2026-02-05,LA Clippers received forward Isaiah Jackson from Indiana Pacers.,LAC,1630543.0,isaiah-jackson,Trade 2025040
Trade,2026-02-05,LA Clippers received draft consideration from Indiana Pacers.,LAC,0.0,,Trade 2025040
Trade,2026-02-05,Indiana Pacers received forward Kobe Brown from LA Clippers.,IND,1641738.0,kobe-brown,Trade 2025040
Trade,2026-02-05,Indiana Pacers received center Ivica Zubac from LA Clippers.,IND,1627826.0,ivica-zubac,Trade 2025040
Trade,2026-02-05,Atlanta Hawks received guard Gabe Vincent from Los Angeles Lakers.,ATL,1629216.0,gabe-vincent,Trade 2025041
Trade,2026-02-05,Atlanta Hawks received draft consideration from Los Angeles Lakers.,ATL,0.0,,Trade 2025041
Trade,2026-02-05,Los Angeles Lakers received guard Luke Kennard from Atlanta Hawks.,LAL,1628379.0,luke-kennard,Trade 2025041
Trade,2026-02-05,Chicago Bulls received guard Rob Dillingham from Minnesota Timberwolves.,CHI,1642265.0,rob-dillingham,Trade 2025042
Trade,2026-02-05,Chicago Bulls received forward Leonard Miller from Minnesota Timberwolves.,CHI,1631159.0,leonard-miller,Trade 2025042
Trade,2026-02-05,Chicago Bulls received draft consideration from Minnesota Timberwolves.,CHI,0.0,,Trade 2025042
Trade,2026-02-05,Minnesota Timberwolves received forward Julian Phillips from Chicago Bulls.,MIN,1641763.0,julian-phillips,Trade 2025042
Trade,2026-02-05,Minnesota Timberwolves received guard Ayo Dosunmu from Chicago Bulls.,MIN,1630245.0,ayo-dosunmu,Trade 2025042
Trade,2026-02-05,Golden State Warriors received draft consideration from Toronto Raptors.,GSW,0.0,,Trade 2025043
Trade,2026-02-05,Toronto Raptors received forward Trayce Jackson-Davis from Golden State Warriors.,TOR,1631218.0,trayce-jackson-davis,Trade 2025043
Trade,2026-02-05,New Orleans Pelicans received forward Dalen Terry from New York Knicks.,NOP,1631207.0,dalen-terry,Trade 2025044
Trade,2026-02-05,New Orleans Pelicans received draft consideration from New York Knicks.,NOP,0.0,,Trade 2025044
Trade,2026-02-05,New York Knicks received guard Jose Alvarado from New Orleans Pelicans.,NYK,1630631.0,jose-alvarado,Trade 2025044
Trade,2026-02-05,Chicago Bulls received center Nick Richards from Phoenix Suns.,CHI,1630208.0,nick-richards,Trade 2025045
Trade,2026-02-05,Milwaukee Bucks received forward Ousmane Dieng from Chicago Bulls.,MIL,1631172.0,ousmane-dieng,Trade 2025045
Trade,2026-02-05,Milwaukee Bucks received forward Nigel Hayes-Davis from Phoenix Suns.,MIL,1628502.0,nigel-hayes-davis,Trade 2025045
Trade,2026-02-05,Phoenix Suns received guard Cole Anthony from Milwaukee Bucks.,PHO,1630175.0,cole-anthony,Trade 2025045
Trade,2026-02-05,Phoenix Suns received guard Amir Coffey from Milwaukee Bucks.,PHO,1629599.0,amir-coffey,Trade 2025045
Trade,2026-02-05,Brooklyn Nets received forward Josh Minott from Boston Celtics.,BRK,1631169.0,josh-minott,Trade 2025046
Trade,2026-02-05,Denver Nuggets received draft consideration from Brooklyn Nets.,DEN,0.0,,Trade 2025047
Trade,2026-02-05,Brooklyn Nets received forward Hunter Tyson from Denver Nuggets.,BRK,1641816.0,hunter-tyson,Trade 2025047
Trade,2026-02-05,Brooklyn Nets received draft consideration from Denver Nuggets.,BRK,0.0,,Trade 2025047
Trade,2026-02-05,Boston Celtics received draft consideration from Charlotte Hornets.,BOS,0.0,,Trade 2025048
Trade,2026-02-05,Charlotte Hornets received forward Xavier Tillman from Boston Celtics.,CHO,1630214.0,xavier-tillman,Trade 2025048
Waive,2026-02-05,Atlanta Hawks waived center Duop Reath.,ATL,1641871.0,duop-reath,Waive 1144737
Waive,2026-02-05,Brooklyn Nets waived forward Haywood Highsmith.,BRK,1629312.0,haywood-highsmith,Waive 1144738
Waive,2026-02-05,Memphis Grizzlies waived forward Georges Niang.,MEM,1627777.0,georges-niang,Waive 1144740
Waive,2026-02-05,Utah Jazz waived guard Lonzo Ball.,UTA,1628366.0,lonzo-ball,Waive 1144742
Waive,2026-02-05,Utah Jazz waived forward Chris Boucher.,UTA,1628449.0,chris-boucher,Waive 1144743
Waive,2026-02-05,Charlotte Hornets waived guard Mike Conley.,CHO,201144.0,mike-conley,Waive 1144745
Waive,2026-02-05,Brooklyn Nets waived guard Cam Thomas.,BRK,1630560.0,cam-thomas,Waive 1144933
Waive,2026-02-05,Brooklyn Nets waived forward Tyrese Martin.,BRK,1631213.0,tyrese-martin,Waive 1144934
Waive,2026-02-05,Brooklyn Nets waived forward Hunter Tyson.,BRK,1641816.0,hunter-tyson,Waive 1144935
Waive,2026-02-05,Atlanta Hawks waived center N'Faly Dante.,ATL,1642368.0,nfaly-dante,Waive 1144936
Trade,2026-02-04,Oklahoma City Thunder received forward Mason Plumlee from Charlotte Hornets.,OKC,203486.0,mason-plumlee,Trade 2025025
Trade,2026-02-04,Charlotte Hornets received forward Ousmane Dieng from Oklahoma City Thunder.,CHO,1631172.0,ousmane-dieng,Trade 2025025
Trade,2026-02-04,Charlotte Hornets received draft consideration from Oklahoma City Thunder.,CHO,0.0,,Trade 2025025
Trade,2026-02-04,Cleveland Cavaliers received guard James Harden from LA Clippers.,CLE,201935.0,james-harden,Trade 2025026
Trade,2026-02-04,LA Clippers received guard Darius Garland from Cleveland Cavaliers.,LAC,1629636.0,darius-garland,Trade 2025026
Trade,2026-02-04,LA Clippers received draft consideration from Cleveland Cavaliers.,LAC,0.0,,Trade 2025026
Trade,2026-02-04,Philadelphia 76ers received draft consideration from Oklahoma City Thunder.,PHI,0.0,,Trade 2025028
Trade,2026-02-04,Oklahoma City Thunder received guard Jared McCain from Philadelphia 76ers.,OKC,1642272.0,jared-mccain,Trade 2025028
Trade,2026-02-04,Charlotte Hornets received guard Tyus Jones from Orlando Magic.,CHO,1626145.0,tyus-jones,Trade 2025029
Trade,2026-02-04,Charlotte Hornets received draft consideration from Orlando Magic.,CHO,0.0,,Trade 2025029
Trade,2026-02-04,Chicago Bulls received forward Ousmane Dieng from Charlotte Hornets.,CHI,1631172.0,ousmane-dieng,Trade 2025030
Trade,2026-02-04,Chicago Bulls received guard Collin Sexton from Charlotte Hornets.,CHI,1629012.0,collin-sexton,Trade 2025030
Trade,2026-02-04,Chicago Bulls received draft consideration from Charlotte Hornets.,CHI,0.0,,Trade 2025030
Trade,2026-02-04,Charlotte Hornets received guard Coby White from Chicago Bulls.,CHO,1629632.0,coby-white,Trade 2025030
Trade,2026-02-04,Charlotte Hornets received guard Mike Conley from Chicago Bulls.,CHO,201144.0,mike-conley,Trade 2025030
Waive,2026-02-04,Charlotte Hornets waived guard Pat Connaughton.,CHO,1626192.0,pat-connaughton,Waive 1144739
Waive,2026-02-04,Oklahoma City Thunder waived forward Mason Plumlee.,OKC,203486.0,mason-plumlee,Waive 1144741
Trade,2026-02-03,Utah Jazz received guard Vince Williams Jr. from Memphis Grizzlies.,UTA,1631246.0,vince-williams-jr,Trade 2025022
Trade,2026-02-03,Utah Jazz received guard John Konchar from Memphis Grizzlies.,UTA,1629723.0,john-konchar,Trade 2025022
Trade,2026-02-03,Utah Jazz received center Jock Landale from Memphis Grizzlies.,UTA,1629111.0,jock-landale,Trade 2025022
Trade,2026-02-03,Utah Jazz received forward Jaren Jackson Jr. from Memphis Grizzlies.,UTA,1628991.0,jaren-jackson-jr,Trade 2025022
Trade,2026-02-03,Memphis Grizzlies received guard Walter Clayton Jr. from Utah Jazz.,MEM,1642383.0,walter-clayton-jr,Trade 2025022
Trade,2026-02-03,Memphis Grizzlies received forward Taylor Hendricks from Utah Jazz.,MEM,1641707.0,taylor-hendricks,Trade 2025022
Trade,2026-02-03,Memphis Grizzlies received forward Georges Niang from Utah Jazz.,MEM,1627777.0,georges-niang,Trade 2025022
