transaction_type,transaction_date,description,team_abbr,player_id,player_slug,group_sort,dedupe_key,source,source_url
Signing,2026-07-01,Signed Nikola Vučević (NBA.com roster signing date),ORL,202696.0,nikola-vučević,NBA roster signing 202696,2026-07-01|ORL|202696.0|Signing|Signed Nikola Vučević (NBA.com roster signing date),NBA.com team roster,https://www.nba.com/team/1610612753
Signing,2026-07-01,Signed Nikola Vučević (NBA.com roster signing date),ORL,202696,nikola-vučević,NBA roster signing 202696,2026-07-01|ORL|202696|Signing|Signed Nikola Vučević (NBA.com roster signing date),NBA.com team roster,https://www.nba.com/team/1610612753
Signing,2026-07-01,Phoenix Suns signed forward Koa Peat to a Rookie Scale Contract.,PHO,1643520.0,koa-peat,Signing 1152676,2026-07-01|PHO|1643520.0|Signing|Phoenix Suns signed forward Koa Peat to a Rookie Scale Contract.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Signing,2026-07-01,Signed Branden Carlson (NBA.com roster signing date),POR,1642382.0,branden-carlson,NBA roster signing 1642382,2026-07-01|POR|1642382.0|Signing|Signed Branden Carlson (NBA.com roster signing date),NBA.com team roster,https://www.nba.com/team/1610612757
Signing,2026-07-01,Signed Branden Carlson (NBA.com roster signing date),POR,1642382,branden-carlson,NBA roster signing 1642382,2026-07-01|POR|1642382|Signing|Signed Branden Carlson (NBA.com roster signing date),NBA.com team roster,https://www.nba.com/team/1610612757
Signing,2026-07-01,Sacramento Kings signed guard Emanuel Sharp to a Contract.,SAC,1643567.0,emanuel-sharp,Signing 1152687,2026-07-01|SAC|1643567.0|Signing|Sacramento Kings signed guard Emanuel Sharp to a Contract.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Signing,2026-07-01,Sacramento Kings signed forward Alex Karaban to a Rookie Scale Contract.,SAC,1642284.0,alex-karaban,Signing 1152688,2026-07-01|SAC|1642284.0|Signing|Sacramento Kings signed forward Alex Karaban to a Rookie Scale Contract.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Signing,2026-07-01,Sacramento Kings signed guard Darius Acuff Jr. to a Rookie Scale Contract.,SAC,1643411.0,darius-acuff-jr,Signing 1152689,2026-07-01|SAC|1643411.0|Signing|Sacramento Kings signed guard Darius Acuff Jr. to a Rookie Scale Contract.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Signing,2026-07-01,Signed Adam Flagler (NBA.com roster signing date),SAC,1641745.0,adam-flagler,NBA roster signing 1641745,2026-07-01|SAC|1641745.0|Signing|Signed Adam Flagler (NBA.com roster signing date),NBA.com team roster,https://www.nba.com/team/1610612758
Signing,2026-07-01,Signed Adam Flagler (NBA.com roster signing date),SAC,1641745,adam-flagler,NBA roster signing 1641745,2026-07-01|SAC|1641745|Signing|Signed Adam Flagler (NBA.com roster signing date),NBA.com team roster,https://www.nba.com/team/1610612758
Signing,2026-07-01,Utah Jazz signed guard Darryn Peterson to a Rookie Scale Contract.,UTA,1643408.0,darryn-peterson,Signing 1152678,2026-07-01|UTA|1643408.0|Signing|Utah Jazz signed guard Darryn Peterson to a Rookie Scale Contract.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Waive,2026-07-01,Washington Wizards waived forward Leaky Black.,WAS,1641778.0,leaky-black,Waive 1152681,2026-07-01|WAS|1641778.0|Waive|Washington Wizards waived forward Leaky Black.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Signing,2026-07-01,Washington Wizards re-signed forward Jamir Watkins to a Two-Way Contract.,WAS,1642364.0,jamir-watkins,Signing 1152661,2026-07-01|WAS|1642364.0|Signing|Washington Wizards re-signed forward Jamir Watkins to a Two-Way Contract.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Signing,2026-07-02,Atlanta Hawks signed guard Kingston Flemings to a Rookie Scale Contract.,ATL,1643412.0,kingston-flemings,Signing 1152700,2026-07-02|ATL|1643412.0|Signing|Atlanta Hawks signed guard Kingston Flemings to a Rookie Scale Contract.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Signing,2026-07-02,Brooklyn Nets signed guard Mikel Brown Jr. to a Rookie Scale Contract.,BRK,1643414.0,mikel-brown-jr,Signing 1152737,2026-07-02|BRK|1643414.0|Signing|Brooklyn Nets signed guard Mikel Brown Jr. to a Rookie Scale Contract.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Signing,2026-07-02,Brooklyn Nets signed forward Tyler Bilodeau to a Two-Way Contract.,BRK,1643548.0,tyler-bilodeau,Signing 1152738,2026-07-02|BRK|1643548.0|Signing|Brooklyn Nets signed forward Tyler Bilodeau to a Two-Way Contract.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Signing,2026-07-02,Dallas Mavericks signed forward Morez Johnson to a Rookie Scale Contract.,DAL,1643516.0,morez-johnson,Signing 1152731,2026-07-02|DAL|1643516.0|Signing|Dallas Mavericks signed forward Morez Johnson to a Rookie Scale Contract.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Signing,2026-07-02,Detroit Pistons signed center Ugonna Onyenso to a Two-Way Contract.,DET,1642391.0,ugonna-onyenso,Signing 1152734,2026-07-02|DET|1642391.0|Signing|Detroit Pistons signed center Ugonna Onyenso to a Two-Way Contract.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Signing,2026-07-02,Los Angeles Lakers signed guard Cameron Carr to a Rookie Scale Contract.,LAL,1643418.0,cameron-carr,Signing 1152736,2026-07-02|LAL|1643418.0|Signing|Los Angeles Lakers signed guard Cameron Carr to a Rookie Scale Contract.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Signing,2026-07-02,Miami Heat re-signed forward Simone Fontecchio to a Contract.,MIA,1631323.0,simone-fontecchio,Signing 1152702,2026-07-02|MIA|1631323.0|Signing|Miami Heat re-signed forward Simone Fontecchio to a Contract.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Signing,2026-07-02,Minnesota Timberwolves re-signed forward Enrique Freeman to a Two-Way Contract.,MIN,1642402.0,enrique-freeman,Signing 1152704,2026-07-02|MIN|1642402.0|Signing|Minnesota Timberwolves re-signed forward Enrique Freeman to a Two-Way Contract.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Waive,2026-07-02,Oklahoma City Thunder waived forward Payton Sandfort.,OKC,1642362.0,payton-sandfort,Waive 1152733,2026-07-02|OKC|1642362.0|Waive|Oklahoma City Thunder waived forward Payton Sandfort.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Signing,2026-07-02,Sacramento Kings re-signed guard Daeqwon Plowden to a Contract.,SAC,1631342.0,daeqwon-plowden,Signing 1152735,2026-07-02|SAC|1631342.0|Signing|Sacramento Kings re-signed guard Daeqwon Plowden to a Contract.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Signing,2026-07-02,Signed Jonathan Mogbo (NBA.com roster signing date),SAC,1642367.0,jonathan-mogbo,NBA roster signing 1642367,2026-07-02|SAC|1642367.0|Signing|Signed Jonathan Mogbo (NBA.com roster signing date),NBA.com team roster,https://www.nba.com/team/1610612758
Signing,2026-07-02,Signed Jonathan Mogbo (NBA.com roster signing date),SAC,1642367,jonathan-mogbo,NBA roster signing 1642367,2026-07-02|SAC|1642367|Signing|Signed Jonathan Mogbo (NBA.com roster signing date),NBA.com team roster,https://www.nba.com/team/1610612758
Signing,2026-07-02,Toronto Raptors signed forward Allen Graves to a Rookie Scale Contract.,TOR,1643512.0,allen-graves,Signing 1152694,2026-07-02|TOR|1643512.0|Signing|Toronto Raptors signed forward Allen Graves to a Rookie Scale Contract.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Signing,2026-07-02,Toronto Raptors re-signed guard Alijah Martin to a Contract.,TOR,1642918.0,alijah-martin,Signing 1152732,2026-07-02|TOR|1642918.0|Signing|Toronto Raptors re-signed guard Alijah Martin to a Contract.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Signing,2026-07-02,Washington Wizards signed forward AJ Dybantsa to a Rookie Scale Contract.,WAS,1643407.0,aj-dybantsa,Signing 1152695,2026-07-02|WAS|1643407.0|Signing|Washington Wizards signed forward AJ Dybantsa to a Rookie Scale Contract.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Signing,2026-07-03,Chicago Bulls signed forward Dailyn Swain to a Rookie Scale Contract.,CHI,1643517.0,dailyn-swain,Signing 1152772,2026-07-03|CHI|1643517.0|Signing|Chicago Bulls signed forward Dailyn Swain to a Rookie Scale Contract.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Signing,2026-07-03,Chicago Bulls signed forward Caleb Wilson to a Rookie Scale Contract.,CHI,1643410.0,caleb-wilson,Signing 1152774,2026-07-03|CHI|1643410.0|Signing|Chicago Bulls signed forward Caleb Wilson to a Rookie Scale Contract.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Signing,2026-07-03,Signed Tobe Awaka (NBA.com roster signing date),CHI,1643591.0,tobe-awaka,NBA roster signing 1643591,2026-07-03|CHI|1643591.0|Signing|Signed Tobe Awaka (NBA.com roster signing date),NBA.com team roster,https://www.nba.com/team/1610612741
Signing,2026-07-03,Signed Jaylin Sellers (NBA.com roster signing date),CHI,1643637.0,jaylin-sellers,NBA roster signing 1643637,2026-07-03|CHI|1643637.0|Signing|Signed Jaylin Sellers (NBA.com roster signing date),NBA.com team roster,https://www.nba.com/team/1610612741
Signing,2026-07-03,Signed Tobe Awaka (NBA.com roster signing date),CHI,1643591,tobe-awaka,NBA roster signing 1643591,2026-07-03|CHI|1643591|Signing|Signed Tobe Awaka (NBA.com roster signing date),NBA.com team roster,https://www.nba.com/team/1610612741
Signing,2026-07-03,Signed Jaylin Sellers (NBA.com roster signing date),CHI,1643637,jaylin-sellers,NBA roster signing 1643637,2026-07-03|CHI|1643637|Signing|Signed Jaylin Sellers (NBA.com roster signing date),NBA.com team roster,https://www.nba.com/team/1610612741
Signing,2026-07-03,Dallas Mavericks signed guard Sergio de Larrea to a Rookie Scale Contract.,DAL,1643547.0,sergio-de-larrea,Signing 1152762,2026-07-03|DAL|1643547.0|Signing|Dallas Mavericks signed guard Sergio de Larrea to a Rookie Scale Contract.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Signing,2026-07-03,Dallas Mavericks signed forward Tobi Lawal to a Two-Way Contract.,DAL,1643588.0,tobi-lawal,Signing 1152769,2026-07-03|DAL|1643588.0|Signing|Dallas Mavericks signed forward Tobi Lawal to a Two-Way Contract.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Signing,2026-07-03,LA Clippers signed guard Keaton Wagler to a Rookie Scale Contract.,LAC,1643413.0,keaton-wagler,Signing 1152770,2026-07-03|LAC|1643413.0|Signing|LA Clippers signed guard Keaton Wagler to a Rookie Scale Contract.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Signing,2026-07-03,Los Angeles Lakers re-signed guard Chris Manon to a Two-Way Contract.,LAL,1643024.0,chris-manon,Signing 1152773,2026-07-03|LAL|1643024.0|Signing|Los Angeles Lakers re-signed guard Chris Manon to a Two-Way Contract.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Signing,2026-07-03,Los Angeles Lakers signed guard Peter Suder to a Two-Way Contract.,LAL,1643614.0,peter-suder,Signing 1152815,2026-07-03|LAL|1643614.0|Signing|Los Angeles Lakers signed guard Peter Suder to a Two-Way Contract.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Signing,2026-07-03,Signed AK Okereke (NBA.com roster signing date),LAL,1643758.0,ak-okereke,NBA roster signing 1643758,2026-07-03|LAL|1643758.0|Signing|Signed AK Okereke (NBA.com roster signing date),NBA.com team roster,https://www.nba.com/team/1610612747
Signing,2026-07-03,Signed AK Okereke (NBA.com roster signing date),LAL,1643758,ak-okereke,NBA roster signing 1643758,2026-07-03|LAL|1643758|Signing|Signed AK Okereke (NBA.com roster signing date),NBA.com team roster,https://www.nba.com/team/1610612747
Signing,2026-07-03,Signed Tre Donaldson (NBA.com roster signing date),MIA,1643621.0,tre-donaldson,NBA roster signing 1643621,2026-07-03|MIA|1643621.0|Signing|Signed Tre Donaldson (NBA.com roster signing date),NBA.com team roster,https://www.nba.com/team/1610612748
Signing,2026-07-03,Signed Tre Donaldson (NBA.com roster signing date),MIA,1643621,tre-donaldson,NBA roster signing 1643621,2026-07-03|MIA|1643621|Signing|Signed Tre Donaldson (NBA.com roster signing date),NBA.com team roster,https://www.nba.com/team/1610612748
Waive,2026-07-03,Milwaukee Bucks waived forward Pete Nance.,MIL,1631250.0,pete-nance,Waive 1152768,2026-07-03|MIL|1631250.0|Waive|Milwaukee Bucks waived forward Pete Nance.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Signing,2026-07-03,Minnesota Timberwolves re-signed guard Bones Hyland to a Contract.,MIN,1630538.0,bones-hyland,Signing 1152764,2026-07-03|MIN|1630538.0|Signing|Minnesota Timberwolves re-signed guard Bones Hyland to a Contract.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Signing,2026-07-03,Oklahoma City Thunder signed guard Otega Oweh to a Two-Way Contract.,OKC,1642923.0,otega-oweh,Signing 1152753,2026-07-03|OKC|1642923.0|Signing|Oklahoma City Thunder signed guard Otega Oweh to a Two-Way Contract.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Signing,2026-07-03,Oklahoma City Thunder re-signed guard Brooks Barnhizer to a Two-Way Contract.,OKC,1642964.0,brooks-barnhizer,Signing 1152754,2026-07-03|OKC|1642964.0|Signing|Oklahoma City Thunder re-signed guard Brooks Barnhizer to a Two-Way Contract.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Signing,2026-07-03,Oklahoma City Thunder signed guard Bennett Stirtz to a Rookie Scale Contract.,OKC,1642892.0,bennett-stirtz,Signing 1152756,2026-07-03|OKC|1642892.0|Signing|Oklahoma City Thunder signed guard Bennett Stirtz to a Rookie Scale Contract.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Signing,2026-07-03,Oklahoma City Thunder signed center Aday Mara to a Rookie Scale Contract.,OKC,1643530.0,aday-mara,Signing 1152757,2026-07-03|OKC|1643530.0|Signing|Oklahoma City Thunder signed center Aday Mara to a Rookie Scale Contract.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Signing,2026-07-03,Signed Josh Dix (NBA.com roster signing date),OKC,1643717.0,josh-dix,NBA roster signing 1643717,2026-07-03|OKC|1643717.0|Signing|Signed Josh Dix (NBA.com roster signing date),NBA.com team roster,https://www.nba.com/team/1610612760
Signing,2026-07-03,Signed Josh Dix (NBA.com roster signing date),OKC,1643717,josh-dix,NBA roster signing 1643717,2026-07-03|OKC|1643717|Signing|Signed Josh Dix (NBA.com roster signing date),NBA.com team roster,https://www.nba.com/team/1610612760
Signing,2026-07-03,Philadelphia 76ers signed guard Labaron Philon to a Rookie Scale Contract.,PHI,1642889.0,labaron-philon,Signing 1152765,2026-07-03|PHI|1642889.0|Signing|Philadelphia 76ers signed guard Labaron Philon to a Rookie Scale Contract.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Signing,2026-07-03,Signed Pat Spencer (NBA.com roster signing date),PHO,1630311.0,pat-spencer,NBA roster signing 1630311,2026-07-03|PHO|1630311.0|Signing|Signed Pat Spencer (NBA.com roster signing date),NBA.com team roster,https://www.nba.com/team/1610612756
Signing,2026-07-03,Signed Pat Spencer (NBA.com roster signing date),PHO,1630311,pat-spencer,NBA roster signing 1630311,2026-07-03|PHO|1630311|Signing|Signed Pat Spencer (NBA.com roster signing date),NBA.com team roster,https://www.nba.com/team/1610612756
Signing,2026-07-03,San Antonio Spurs signed forward Maliq Brown to a Two-Way Contract.,SAS,1643576.0,maliq-brown,Signing 1152749,2026-07-03|SAS|1643576.0|Signing|San Antonio Spurs signed forward Maliq Brown to a Two-Way Contract.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Signing,2026-07-03,San Antonio Spurs signed guard Ja'Kobi Gillespie to a Two-Way Contract.,SAS,1643551.0,jakobi-gillespie,Signing 1152750,2026-07-03|SAS|1643551.0|Signing|San Antonio Spurs signed guard Ja'Kobi Gillespie to a Two-Way Contract.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Signing,2026-07-03,San Antonio Spurs signed center Tarris Reed Jr. to a Rookie Scale Contract.,SAS,1643542.0,tarris-reed-jr,Signing 1152751,2026-07-03|SAS|1643542.0|Signing|San Antonio Spurs signed center Tarris Reed Jr. to a Rookie Scale Contract.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Signing,2026-07-03,San Antonio Spurs signed forward Jayden Quaintance to a Rookie Scale Contract.,SAS,1643519.0,jayden-quaintance,Signing 1152752,2026-07-03|SAS|1643519.0|Signing|San Antonio Spurs signed forward Jayden Quaintance to a Rookie Scale Contract.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Signing,2026-07-03,Toronto Raptors re-signed guard Alijah Martin to a Contract.,TOR,1642918.0,alijah-martin,Signing 1152744,2026-07-03|TOR|1642918.0|Signing|Toronto Raptors re-signed guard Alijah Martin to a Contract.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Signing,2026-07-03,Signed Tamar Bates (NBA.com roster signing date),UTA,1642926.0,tamar-bates,NBA roster signing 1642926,2026-07-03|UTA|1642926.0|Signing|Signed Tamar Bates (NBA.com roster signing date),NBA.com team roster,https://www.nba.com/team/1610612762
Signing,2026-07-03,Signed Tamar Bates (NBA.com roster signing date),UTA,1642926,tamar-bates,NBA roster signing 1642926,2026-07-03|UTA|1642926|Signing|Signed Tamar Bates (NBA.com roster signing date),NBA.com team roster,https://www.nba.com/team/1610612762
Signing,2026-07-04,Toronto Raptors signed guard Jaden Bradley to a Two-Way Contract.,TOR,1643558.0,jaden-bradley,Signing 1152818,2026-07-04|TOR|1643558.0|Signing|Toronto Raptors signed guard Jaden Bradley to a Two-Way Contract.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Signing,2026-07-05,Boston Celtics signed forward Christopher Cenac Jr. to a Rookie Scale Contract.,BOS,1643416.0,christopher-cenac-jr,Signing 1152826,2026-07-05|BOS|1643416.0|Signing|Boston Celtics signed forward Christopher Cenac Jr. to a Rookie Scale Contract.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Signing,2026-07-05,LA Clippers signed forward Nick Martinelli to a Two-Way Contract.,LAC,1643568.0,nick-martinelli,Signing 1152832,2026-07-05|LAC|1643568.0|Signing|LA Clippers signed forward Nick Martinelli to a Two-Way Contract.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Signing,2026-07-05,Milwaukee Bucks signed guard Brayden Burries to a Rookie Scale Contract.,MIL,1643415.0,brayden-burries,Signing 1152833,2026-07-05|MIL|1643415.0|Signing|Milwaukee Bucks signed guard Brayden Burries to a Rookie Scale Contract.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Signing,2026-07-05,Signed Kam Jones (NBA.com roster signing date),MIL,1642880.0,kam-jones,NBA roster signing 1642880,2026-07-05|MIL|1642880.0|Signing|Signed Kam Jones (NBA.com roster signing date),NBA.com team roster,https://www.nba.com/team/1610612749
Signing,2026-07-05,Signed Kam Jones (NBA.com roster signing date),MIL,1642880,kam-jones,NBA roster signing 1642880,2026-07-05|MIL|1642880|Signing|Signed Kam Jones (NBA.com roster signing date),NBA.com team roster,https://www.nba.com/team/1610612749
Signing,2026-07-05,Signed Caleb Love (NBA.com roster signing date),PHI,1631126.0,caleb-love,NBA roster signing 1631126,2026-07-05|PHI|1631126.0|Signing|Signed Caleb Love (NBA.com roster signing date),NBA.com team roster,https://www.nba.com/team/1610612755
Signing,2026-07-05,Signed Caleb Love (NBA.com roster signing date),PHI,1631126,caleb-love,NBA roster signing 1631126,2026-07-05|PHI|1631126|Signing|Signed Caleb Love (NBA.com roster signing date),NBA.com team roster,https://www.nba.com/team/1610612755
Trade,2026-07-06,Atlanta Hawks received guard Aaron Wiggins from Oklahoma City Thunder.,ATL,1630598.0,aaron-wiggins,Trade 2026000,2026-07-06|ATL|1630598.0|Trade|Atlanta Hawks received guard Aaron Wiggins from Oklahoma City Thunder.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Trade,2026-07-06,Boston Celtics received forward Paul George from Philadelphia 76ers.,BOS,202331.0,paul-george,Trade 2026002,2026-07-06|BOS|202331.0|Trade|Boston Celtics received forward Paul George from Philadelphia 76ers.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Trade,2026-07-06,Boston Celtics received draft consideration from Philadelphia 76ers.,BOS,0.0,,Trade 2026002,2026-07-06|BOS|0.0|Trade|Boston Celtics received draft consideration from Philadelphia 76ers.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Signing,2026-07-06,Boston Celtics re-signed guard Ron Harper Jr. to a Contract.,BOS,1631199.0,ron-harper-jr,Signing 1152869,2026-07-06|BOS|1631199.0|Signing|Boston Celtics re-signed guard Ron Harper Jr. to a Contract.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Signing,2026-07-06,Boston Celtics re-signed center Neemias Queta to a Veteran Extension.,BOS,1629674.0,neemias-queta,Signing 1152870,2026-07-06|BOS|1629674.0|Signing|Boston Celtics re-signed center Neemias Queta to a Veteran Extension.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Signing,2026-07-06,Signed Mitchell Robinson (NBA.com roster signing date),BOS,1629011.0,mitchell-robinson,NBA roster signing 1629011,2026-07-06|BOS|1629011.0|Signing|Signed Mitchell Robinson (NBA.com roster signing date),NBA.com team roster,https://www.nba.com/team/1610612738
Signing,2026-07-06,Signed Mike Conley (NBA.com roster signing date),BOS,201144.0,mike-conley,NBA roster signing 201144,2026-07-06|BOS|201144.0|Signing|Signed Mike Conley (NBA.com roster signing date),NBA.com team roster,https://www.nba.com/team/1610612738
Signing,2026-07-06,Signed Mitchell Robinson (NBA.com roster signing date),BOS,1629011,mitchell-robinson,NBA roster signing 1629011,2026-07-06|BOS|1629011|Signing|Signed Mitchell Robinson (NBA.com roster signing date),NBA.com team roster,https://www.nba.com/team/1610612738
Signing,2026-07-06,Signed Mike Conley (NBA.com roster signing date),BOS,201144,mike-conley,NBA roster signing 201144,2026-07-06|BOS|201144|Signing|Signed Mike Conley (NBA.com roster signing date),NBA.com team roster,https://www.nba.com/team/1610612738
Signing,2026-07-06,Brooklyn Nets signed center Day'Ron Sharpe to a Contract.,BRK,1630549.0,dayron-sharpe,Signing 1152844,2026-07-06|BRK|1630549.0|Signing|Brooklyn Nets signed center Day'Ron Sharpe to a Contract.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Signing,2026-07-06,Brooklyn Nets signed forward Josh Minott to a Contract.,BRK,1631169.0,josh-minott,Signing 1152845,2026-07-06|BRK|1631169.0|Signing|Brooklyn Nets signed forward Josh Minott to a Contract.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Signing,2026-07-06,Signed Keon Ellis (NBA.com roster signing date),BRK,1631165.0,keon-ellis,NBA roster signing 1631165,2026-07-06|BRK|1631165.0|Signing|Signed Keon Ellis (NBA.com roster signing date),NBA.com team roster,https://www.nba.com/team/1610612751
Signing,2026-07-06,Signed Keon Ellis (NBA.com roster signing date),BRK,1631165,keon-ellis,NBA roster signing 1631165,2026-07-06|BRK|1631165|Signing|Signed Keon Ellis (NBA.com roster signing date),NBA.com team roster,https://www.nba.com/team/1610612751
Trade,2026-07-06,Charlotte Hornets received forward Dorian Finney-Smith from Houston Rockets.,CHO,1627827.0,dorian-finney-smith,Trade 2026004,2026-07-06|CHO|1627827.0|Trade|Charlotte Hornets received forward Dorian Finney-Smith from Houston Rockets.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Trade,2026-07-06,Charlotte Hornets received draft consideration from Houston Rockets.,CHO,0.0,,Trade 2026004,2026-07-06|CHO|0.0|Trade|Charlotte Hornets received draft consideration from Houston Rockets.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Waive,2026-07-06,Charlotte Hornets waived forward Tosan Evbuomwan.,CHO,1641787.0,tosan-evbuomwan,Waive 1152877,2026-07-06|CHO|1641787.0|Waive|Charlotte Hornets waived forward Tosan Evbuomwan.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Signing,2026-07-06,Charlotte Hornets signed forward Hannes Steinbach to a Rookie Scale Contract.,CHO,1643419.0,hannes-steinbach,Signing 1152836,2026-07-06|CHO|1643419.0|Signing|Charlotte Hornets signed forward Hannes Steinbach to a Rookie Scale Contract.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Signing,2026-07-06,Charlotte Hornets signed guard Christian Anderson to a Rookie Scale Contract.,CHO,1643515.0,christian-anderson,Signing 1152837,2026-07-06|CHO|1643515.0|Signing|Charlotte Hornets signed guard Christian Anderson to a Rookie Scale Contract.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Signing,2026-07-06,Charlotte Hornets re-signed guard Coby White to a Contract.,CHO,1629632.0,coby-white,Signing 1152874,2026-07-06|CHO|1629632.0|Signing|Charlotte Hornets re-signed guard Coby White to a Contract.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Signing,2026-07-06,Signed Michael Ajayi (NBA.com roster signing date),CHO,1642369.0,michael-ajayi,NBA roster signing 1642369,2026-07-06|CHO|1642369.0|Signing|Signed Michael Ajayi (NBA.com roster signing date),NBA.com team roster,https://www.nba.com/team/1610612766
Signing,2026-07-06,Signed Kylan Boswell (NBA.com roster signing date),CHO,1643573.0,kylan-boswell,NBA roster signing 1643573,2026-07-06|CHO|1643573.0|Signing|Signed Kylan Boswell (NBA.com roster signing date),NBA.com team roster,https://www.nba.com/team/1610612766
Signing,2026-07-06,Signed Michael Ajayi (NBA.com roster signing date),CHO,1642369,michael-ajayi,NBA roster signing 1642369,2026-07-06|CHO|1642369|Signing|Signed Michael Ajayi (NBA.com roster signing date),NBA.com team roster,https://www.nba.com/team/1610612766
Signing,2026-07-06,Signed Kylan Boswell (NBA.com roster signing date),CHO,1643573,kylan-boswell,NBA roster signing 1643573,2026-07-06|CHO|1643573|Signing|Signed Kylan Boswell (NBA.com roster signing date),NBA.com team roster,https://www.nba.com/team/1610612766
Trade,2026-07-06,Detroit Pistons received guard Isaiah Joe from Oklahoma City Thunder.,DET,1630198.0,isaiah-joe,Trade 2026003,2026-07-06|DET|1630198.0|Trade|Detroit Pistons received guard Isaiah Joe from Oklahoma City Thunder.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
