transaction_type,transaction_date,description,team_abbr,player_id,player_slug,group_sort,dedupe_key,source,source_url
Signing,2026-07-06,Detroit Pistons signed guard Ebuka Okorie to a Rookie Scale Contract.,DET,1643536.0,ebuka-okorie,Signing 1152866,2026-07-06|DET|1643536.0|Signing|Detroit Pistons signed guard Ebuka Okorie to a Rookie Scale Contract.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Signing,2026-07-06,Golden State Warriors re-signed center Al Horford to a Contract.,GSW,201143.0,al-horford,Signing 1152872,2026-07-06|GSW|201143.0|Signing|Golden State Warriors re-signed center Al Horford to a Contract.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Signing,2026-07-06,Signed Rui Hachimura (NBA.com roster signing date),LAC,1629060.0,rui-hachimura,NBA roster signing 1629060,2026-07-06|LAC|1629060.0|Signing|Signed Rui Hachimura (NBA.com roster signing date),NBA.com team roster,https://www.nba.com/team/1610612746
Signing,2026-07-06,Signed Rui Hachimura (NBA.com roster signing date),LAC,1629060,rui-hachimura,NBA roster signing 1629060,2026-07-06|LAC|1629060|Signing|Signed Rui Hachimura (NBA.com roster signing date),NBA.com team roster,https://www.nba.com/team/1610612746
Trade,2026-07-06,Miami Heat received forward Bobby Portis Jr. from Milwaukee Bucks.,MIA,1626171.0,bobby-portis-jr,Trade 2026001,2026-07-06|MIA|1626171.0|Trade|Miami Heat received forward Bobby Portis Jr. from Milwaukee Bucks.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Trade,2026-07-06,Miami Heat received forward Giannis Antetokounmpo from Milwaukee Bucks.,MIA,203507.0,giannis-antetokounmpo,Trade 2026001,2026-07-06|MIA|203507.0|Trade|Miami Heat received forward Giannis Antetokounmpo from Milwaukee Bucks.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Signing,2026-07-06,Miami Heat re-signed forward Andrew Wiggins to a Veteran Extension.,MIA,203952.0,andrew-wiggins,Signing 1152871,2026-07-06|MIA|203952.0|Signing|Miami Heat re-signed forward Andrew Wiggins to a Veteran Extension.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Signing,2026-07-06,Signed Tim Hardaway Jr. (NBA.com roster signing date),MIA,203501.0,tim-hardaway-jr,NBA roster signing 203501,2026-07-06|MIA|203501.0|Signing|Signed Tim Hardaway Jr. (NBA.com roster signing date),NBA.com team roster,https://www.nba.com/team/1610612748
Signing,2026-07-06,Signed Tim Hardaway Jr. (NBA.com roster signing date),MIA,203501,tim-hardaway-jr,NBA roster signing 203501,2026-07-06|MIA|203501|Signing|Signed Tim Hardaway Jr. (NBA.com roster signing date),NBA.com team roster,https://www.nba.com/team/1610612748
Trade,2026-07-06,Milwaukee Bucks received guard Kasparas Jakucionis from Miami Heat.,MIL,1642857.0,kasparas-jakucionis,Trade 2026001,2026-07-06|MIL|1642857.0|Trade|Milwaukee Bucks received guard Kasparas Jakucionis from Miami Heat.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Trade,2026-07-06,Milwaukee Bucks received center Kel'el Ware from Miami Heat.,MIL,1642276.0,kelel-ware,Trade 2026001,2026-07-06|MIL|1642276.0|Trade|Milwaukee Bucks received center Kel'el Ware from Miami Heat.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Trade,2026-07-06,Milwaukee Bucks received guard Jaime Jaquez Jr. from Miami Heat.,MIL,1631170.0,jaime-jaquez-jr,Trade 2026001,2026-07-06|MIL|1631170.0|Trade|Milwaukee Bucks received guard Jaime Jaquez Jr. from Miami Heat.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Trade,2026-07-06,Milwaukee Bucks received guard Tyler Herro from Miami Heat.,MIL,1629639.0,tyler-herro,Trade 2026001,2026-07-06|MIL|1629639.0|Trade|Milwaukee Bucks received guard Tyler Herro from Miami Heat.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Trade,2026-07-06,Milwaukee Bucks received draft consideration from Miami Heat.,MIL,0.0,,Trade 2026001,2026-07-06|MIL|0.0|Trade|Milwaukee Bucks received draft consideration from Miami Heat.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Signing,2026-07-06,New York Knicks re-signed guard Jose Alvarado to a Contract.,NYK,1630631.0,jose-alvarado,Signing 1152882,2026-07-06|NYK|1630631.0|Signing|New York Knicks re-signed guard Jose Alvarado to a Contract.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Signing,2026-07-06,New York Knicks re-signed forward Mohamed Diawara to a Contract.,NYK,1642885.0,mohamed-diawara,Signing 1152883,2026-07-06|NYK|1642885.0|Signing|New York Knicks re-signed forward Mohamed Diawara to a Contract.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Signing,2026-07-06,New York Knicks re-signed guard Landry Shamet to a Contract.,NYK,1629013.0,landry-shamet,Signing 1152893,2026-07-06|NYK|1629013.0|Signing|New York Knicks re-signed guard Landry Shamet to a Contract.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Signing,2026-07-06,Signed Andre Drummond (NBA.com roster signing date),NYK,203083.0,andre-drummond,NBA roster signing 203083,2026-07-06|NYK|203083.0|Signing|Signed Andre Drummond (NBA.com roster signing date),NBA.com team roster,https://www.nba.com/team/1610612752
Signing,2026-07-06,Signed Andre Drummond (NBA.com roster signing date),NYK,203083,andre-drummond,NBA roster signing 203083,2026-07-06|NYK|203083|Signing|Signed Andre Drummond (NBA.com roster signing date),NBA.com team roster,https://www.nba.com/team/1610612752
Trade,2026-07-06,Oklahoma City Thunder received draft consideration from Atlanta Hawks.,OKC,0.0,,Trade 2026000,2026-07-06|OKC|0.0|Trade|Oklahoma City Thunder received draft consideration from Atlanta Hawks.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Trade,2026-07-06,Oklahoma City Thunder received draft consideration from Detroit Pistons.,OKC,0.0,,Trade 2026003,2026-07-06|OKC|0.0|Trade|Oklahoma City Thunder received draft consideration from Detroit Pistons.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Signing,2026-07-06,Oklahoma City Thunder re-signed center Isaiah Hartenstein to a Contract.,OKC,1628392.0,isaiah-hartenstein,Signing 1152897,2026-07-06|OKC|1628392.0|Signing|Oklahoma City Thunder re-signed center Isaiah Hartenstein to a Contract.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Signing,2026-07-06,Oklahoma City Thunder re-signed guard Kenrich Williams to a Contract.,OKC,1629026.0,kenrich-williams,Signing 1152898,2026-07-06|OKC|1629026.0|Signing|Oklahoma City Thunder re-signed guard Kenrich Williams to a Contract.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Trade,2026-07-06,Philadelphia 76ers received guard Jaylen Brown from Boston Celtics.,PHI,1627759.0,jaylen-brown,Trade 2026002,2026-07-06|PHI|1627759.0|Trade|Philadelphia 76ers received guard Jaylen Brown from Boston Celtics.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Signing,2026-07-06,Signed Anfernee Simons (NBA.com roster signing date),PHI,1629014.0,anfernee-simons,NBA roster signing 1629014,2026-07-06|PHI|1629014.0|Signing|Signed Anfernee Simons (NBA.com roster signing date),NBA.com team roster,https://www.nba.com/team/1610612755
Signing,2026-07-06,Signed Dean Wade (NBA.com roster signing date),PHI,1629731.0,dean-wade,NBA roster signing 1629731,2026-07-06|PHI|1629731.0|Signing|Signed Dean Wade (NBA.com roster signing date),NBA.com team roster,https://www.nba.com/team/1610612755
Signing,2026-07-06,Signed Ariel Hukporti (NBA.com roster signing date),PHI,1630574.0,ariel-hukporti,NBA roster signing 1630574,2026-07-06|PHI|1630574.0|Signing|Signed Ariel Hukporti (NBA.com roster signing date),NBA.com team roster,https://www.nba.com/team/1610612755
Signing,2026-07-06,Signed Anfernee Simons (NBA.com roster signing date),PHI,1629014,anfernee-simons,NBA roster signing 1629014,2026-07-06|PHI|1629014|Signing|Signed Anfernee Simons (NBA.com roster signing date),NBA.com team roster,https://www.nba.com/team/1610612755
Signing,2026-07-06,Signed Dean Wade (NBA.com roster signing date),PHI,1629731,dean-wade,NBA roster signing 1629731,2026-07-06|PHI|1629731|Signing|Signed Dean Wade (NBA.com roster signing date),NBA.com team roster,https://www.nba.com/team/1610612755
Signing,2026-07-06,Signed Ariel Hukporti (NBA.com roster signing date),PHI,1630574,ariel-hukporti,NBA roster signing 1630574,2026-07-06|PHI|1630574|Signing|Signed Ariel Hukporti (NBA.com roster signing date),NBA.com team roster,https://www.nba.com/team/1610612755
Signing,2026-07-06,Phoenix Suns re-signed guard Koby Brea to a Two-Way Contract.,PHO,1642886.0,koby-brea,Signing 1152873,2026-07-06|PHO|1642886.0|Signing|Phoenix Suns re-signed guard Koby Brea to a Two-Way Contract.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Waive,2026-07-06,Sacramento Kings waived guard DeMar DeRozan.,SAC,201942.0,demar-derozan,Waive 1152876,2026-07-06|SAC|201942.0|Waive|Sacramento Kings waived guard DeMar DeRozan.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Signing,2026-07-06,Signed Tobias Harris (NBA.com roster signing date),SAS,202699.0,tobias-harris,NBA roster signing 202699,2026-07-06|SAS|202699.0|Signing|Signed Tobias Harris (NBA.com roster signing date),NBA.com team roster,https://www.nba.com/team/1610612759
Signing,2026-07-06,Signed Tobias Harris (NBA.com roster signing date),SAS,202699,tobias-harris,NBA roster signing 202699,2026-07-06|SAS|202699|Signing|Signed Tobias Harris (NBA.com roster signing date),NBA.com team roster,https://www.nba.com/team/1610612759
Signing,2026-07-06,Signed Kyle Anderson (NBA.com roster signing date),TOR,203937.0,kyle-anderson,NBA roster signing 203937,2026-07-06|TOR|203937.0|Signing|Signed Kyle Anderson (NBA.com roster signing date),NBA.com team roster,https://www.nba.com/team/1610612761
Signing,2026-07-06,Signed Kyle Anderson (NBA.com roster signing date),TOR,203937,kyle-anderson,NBA roster signing 203937,2026-07-06|TOR|203937|Signing|Signed Kyle Anderson (NBA.com roster signing date),NBA.com team roster,https://www.nba.com/team/1610612761
Signing,2026-07-06,Washington Wizards re-signed guard Trae Young to a Contract.,WAS,1629027.0,trae-young,Signing 1152896,2026-07-06|WAS|1629027.0|Signing|Washington Wizards re-signed guard Trae Young to a Contract.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Signing,2026-07-07,Cleveland Cavaliers re-signed center Thomas Bryant to a Contract.,CLE,1628418.0,thomas-bryant,Signing 1152902,2026-07-07|CLE|1628418.0|Signing|Cleveland Cavaliers re-signed center Thomas Bryant to a Contract.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Signing,2026-07-07,Houston Rockets signed guard Bruce Thornton to a Contract.,HOU,1643570.0,bruce-thornton,Signing 1152901,2026-07-07|HOU|1643570.0|Signing|Houston Rockets signed guard Bruce Thornton to a Contract.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Signing,2026-07-07,Signed Quadir Copeland (NBA.com roster signing date),HOU,1643595.0,quadir-copeland,NBA roster signing 1643595,2026-07-07|HOU|1643595.0|Signing|Signed Quadir Copeland (NBA.com roster signing date),NBA.com team roster,https://www.nba.com/team/1610612745
Signing,2026-07-07,Signed Quadir Copeland (NBA.com roster signing date),HOU,1643595,quadir-copeland,NBA roster signing 1643595,2026-07-07|HOU|1643595|Signing|Signed Quadir Copeland (NBA.com roster signing date),NBA.com team roster,https://www.nba.com/team/1610612745
Signing,2026-07-07,Signed Kelly Oubre Jr. (NBA.com roster signing date),IND,1626162.0,kelly-oubre-jr,NBA roster signing 1626162,2026-07-07|IND|1626162.0|Signing|Signed Kelly Oubre Jr. (NBA.com roster signing date),NBA.com team roster,https://www.nba.com/team/1610612754
Signing,2026-07-07,Signed Kelly Oubre Jr. (NBA.com roster signing date),IND,1626162,kelly-oubre-jr,NBA roster signing 1626162,2026-07-07|IND|1626162|Signing|Signed Kelly Oubre Jr. (NBA.com roster signing date),NBA.com team roster,https://www.nba.com/team/1610612754
Signing,2026-07-07,LA Clippers re-signed guard Kobe Sanders to a Contract.,LAC,1642920.0,kobe-sanders,Signing 1152951,2026-07-07|LAC|1642920.0|Signing|LA Clippers re-signed guard Kobe Sanders to a Contract.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Trade,2026-07-07,Los Angeles Lakers received guard Jaden Hardy from Washington Wizards.,LAL,1630702.0,jaden-hardy,Trade 2026005,2026-07-07|LAL|1630702.0|Trade|Los Angeles Lakers received guard Jaden Hardy from Washington Wizards.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Trade,2026-07-07,Los Angeles Lakers received draft consideration from Washington Wizards.,LAL,0.0,,Trade 2026005,2026-07-07|LAL|0.0|Trade|Los Angeles Lakers received draft consideration from Washington Wizards.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Signing,2026-07-07,Signed Quentin Grimes (NBA.com roster signing date),LAL,1629656.0,quentin-grimes,NBA roster signing 1629656,2026-07-07|LAL|1629656.0|Signing|Signed Quentin Grimes (NBA.com roster signing date),NBA.com team roster,https://www.nba.com/team/1610612747
Signing,2026-07-07,Signed Sandro Mamukelashvili (NBA.com roster signing date),LAL,1630572.0,sandro-mamukelashvili,NBA roster signing 1630572,2026-07-07|LAL|1630572.0|Signing|Signed Sandro Mamukelashvili (NBA.com roster signing date),NBA.com team roster,https://www.nba.com/team/1610612747
Signing,2026-07-07,Signed Quentin Grimes (NBA.com roster signing date),LAL,1629656,quentin-grimes,NBA roster signing 1629656,2026-07-07|LAL|1629656|Signing|Signed Quentin Grimes (NBA.com roster signing date),NBA.com team roster,https://www.nba.com/team/1610612747
Signing,2026-07-07,Signed Sandro Mamukelashvili (NBA.com roster signing date),LAL,1630572,sandro-mamukelashvili,NBA roster signing 1630572,2026-07-07|LAL|1630572|Signing|Signed Sandro Mamukelashvili (NBA.com roster signing date),NBA.com team roster,https://www.nba.com/team/1610612747
Signing,2026-07-07,New Orleans Pelicans re-signed center Hunter Dickinson to a Two-Way Contract.,NOP,1630621.0,hunter-dickinson,Signing 1152931,2026-07-07|NOP|1630621.0|Signing|New Orleans Pelicans re-signed center Hunter Dickinson to a Two-Way Contract.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Signing,2026-07-07,Signed Duke Miles (NBA.com roster signing date),PHI,1643575.0,duke-miles,NBA roster signing 1643575,2026-07-07|PHI|1643575.0|Signing|Signed Duke Miles (NBA.com roster signing date),NBA.com team roster,https://www.nba.com/team/1610612755
Signing,2026-07-07,Signed Duke Miles (NBA.com roster signing date),PHI,1643575,duke-miles,NBA roster signing 1643575,2026-07-07|PHI|1643575|Signing|Signed Duke Miles (NBA.com roster signing date),NBA.com team roster,https://www.nba.com/team/1610612755
Signing,2026-07-07,Phoenix Suns re-signed center Mark Williams to a Contract.,PHO,1631109.0,mark-williams,Signing 1152903,2026-07-07|PHO|1631109.0|Signing|Phoenix Suns re-signed center Mark Williams to a Contract.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Signing,2026-07-07,Phoenix Suns re-signed guard Jordan Goodwin to a Contract.,PHO,1630692.0,jordan-goodwin,Signing 1152904,2026-07-07|PHO|1630692.0|Signing|Phoenix Suns re-signed guard Jordan Goodwin to a Contract.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Signing,2026-07-07,Phoenix Suns re-signed guard Collin Gillespie to a Contract.,PHO,1631221.0,collin-gillespie,Signing 1152905,2026-07-07|PHO|1631221.0|Signing|Phoenix Suns re-signed guard Collin Gillespie to a Contract.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Signing,2026-07-07,Sacramento Kings re-signed forward Precious Achiuwa to a Contract.,SAC,1630173.0,precious-achiuwa,Signing 1152911,2026-07-07|SAC|1630173.0|Signing|Sacramento Kings re-signed forward Precious Achiuwa to a Contract.,NBA player movement feed,https://stats.nba.com/js/data/playermovement/NBA_Player_Movement.json
Signing,2026-07-07,Signed Trey Alexander (NBA.com roster signing date),UTA,1641725.0,trey-alexander,NBA roster signing 1641725,2026-07-07|UTA|1641725.0|Signing|Signed Trey Alexander (NBA.com roster signing date),NBA.com team roster,https://www.nba.com/team/1610612762
Signing,2026-07-07,Signed Trey Alexander (NBA.com roster signing date),UTA,1641725,trey-alexander,NBA roster signing 1641725,2026-07-07|UTA|1641725|Signing|Signed Trey Alexander (NBA.com roster signing date),NBA.com team roster,https://www.nba.com/team/1610612762
